jerseyNumber,person_fullName,person_id,person_link,position_abbreviation,position_code,position_name,position_type,team,teamFullName,year
49,Robert Petrovicky,8458946,/api/v1/people/8458946,C,C,Center,Forward,HFD,Hartford Whalers,19921993
33,Mario Gosselin,8447303,/api/v1/people/8447303,G,G,Goalie,Goalie,HFD,Hartford Whalers,19921993
35,Corrie D'alessio,8455996,/api/v1/people/8455996,G,G,Goalie,Goalie,HFD,Hartford Whalers,19921993
30,Mike Lenarduzzi,8457049,/api/v1/people/8457049,G,G,Goalie,Goalie,HFD,Hartford Whalers,19921993
38,Iain Fraser,8456306,/api/v1/people/8456306,C,C,Center,Forward,NYI,New York Islanders,19921993
39,Travis Green,8456430,/api/v1/people/8456430,C,C,Center,Forward,NYI,New York Islanders,19921993
2,Vladimir Malakhov,8457191,/api/v1/people/8457191,D,D,Defenseman,Defenseman,NYI,New York Islanders,19921993
6,Darius Kasparaitis,8458942,/api/v1/people/8458942,D,D,Defenseman,Defenseman,NYI,New York Islanders,19921993
17,Steve Junker,8458606,/api/v1/people/8458606,RW,R,Right Wing,Forward,NYI,New York Islanders,19921993
5,Peter Andersson,8455441,/api/v1/people/8455441,D,D,Defenseman,Defenseman,NYR,New York Rangers,19921993
32,Mike Hurlbut,8456669,/api/v1/people/8456669,D,D,Defenseman,Defenseman,NYR,New York Rangers,19921993
29,Joby Messier,8457372,/api/v1/people/8457372,D,D,Defenseman,Defenseman,NYR,New York Rangers,19921993
56,Sergei Zubov,8458494,/api/v1/people/8458494,D,D,Defenseman,Defenseman,NYR,New York Rangers,19921993
27,Alex Kovalev,8458529,/api/v1/people/8458529,RW,R,Right Wing,Forward,NYR,New York Rangers,19921993
25,Steven King,8458775,/api/v1/people/8458775,RW,R,Right Wing,Forward,NYR,New York Rangers,19921993
30,Corey Hirsch,8458680,/api/v1/people/8458680,G,G,Goalie,Goalie,NYR,New York Rangers,19921993
9,Len Barrie,8445283,/api/v1/people/8445283,C,C,Center,Forward,PHI,Philadelphia Flyers,19921993
22,Viacheslav Butsayev,8455752,/api/v1/people/8455752,C,C,Center,Forward,PHI,Philadelphia Flyers,19921993
36,Andre Faust,8456227,/api/v1/people/8456227,C,C,Center,Forward,PHI,Philadelphia Flyers,19921993
88,Eric Lindros,8458515,/api/v1/people/8458515,C,C,Center,Forward,PHI,Philadelphia Flyers,19921993
22,Dmitry Yushkevich,8458636,/api/v1/people/8458636,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19921993
28,Jason Bowen,8458952,/api/v1/people/8458952,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19921993
30,Tommy Soderstrom,8458080,/api/v1/people/8458080,G,G,Goalie,Goalie,PHI,Philadelphia Flyers,19921993
82,Martin Straka,8458955,/api/v1/people/8458955,C,C,Center,Forward,PIT,Pittsburgh Penguins,19921993
56,Darren Banks,8455506,/api/v1/people/8455506,LW,L,Left Wing,Forward,BOS,Boston Bruins,19921993
28,William Huard,8456647,/api/v1/people/8456647,LW,L,Left Wing,Forward,BOS,Boston Bruins,19921993
45,Andrew McKim,8457318,/api/v1/people/8457318,C,C,Center,Forward,BOS,Boston Bruins,19921993
25,Stephane Richer,8457803,/api/v1/people/8457803,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19921993
20,Bryan Smolinski,8458069,/api/v1/people/8458069,C,C,Center,Forward,BOS,Boston Bruins,19921993
23,C.J. Young,8458469,/api/v1/people/8458469,RW,R,Right Wing,Forward,BOS,Boston Bruins,19921993
10,Dimitri Kvartalnov,8458909,/api/v1/people/8458909,LW,L,Left Wing,Forward,BOS,Boston Bruins,19921993
9,Sergei Zholtok,8458991,/api/v1/people/8458991,C,C,Center,Forward,BOS,Boston Bruins,19921993
13,Grigori Panteleev,8459072,/api/v1/people/8459072,LW,L,Left Wing,Forward,BOS,Boston Bruins,19921993
43,Denis Chervyakov,8459192,/api/v1/people/8459192,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19921993
35,Mike Bales,8455501,/api/v1/people/8455501,G,G,Goalie,Goalie,BOS,Boston Bruins,19921993
39,John Blue,8455633,/api/v1/people/8455633,G,G,Goalie,Goalie,BOS,Boston Bruins,19921993
9,Viktor Gordiouk,8456401,/api/v1/people/8456401,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,19921993
44,Doug Macdonald,8457134,/api/v1/people/8457134,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,19921993
2,Richard Smehlik,8458058,/api/v1/people/8458058,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19921993
51,John Thomas,8458208,/api/v1/people/8458208,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,19921993
43,Philippe Boucher,8458527,/api/v1/people/8458527,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19921993
77,Matthew Barnaby,8459019,/api/v1/people/8459019,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,19921993
13,Yuri Khmylev,8459044,/api/v1/people/8459044,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,19921993
21,Patrik Carnback,8455801,/api/v1/people/8455801,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,19921993
3,Eric Charron,8455843,/api/v1/people/8455843,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19921993
18,Patric Kjellberg,8456848,/api/v1/people/8456848,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19921993
27,Turner Stevenson,8458125,/api/v1/people/8458125,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,19921993
14,Oleg Petrov,8458641,/api/v1/people/8458641,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,19921993
10,Dave Archibald,8445053,/api/v1/people/8445053,C,C,Center,Forward,OTT,Ottawa Senators,19921993
15,Blair Atcheynum,8455479,/api/v1/people/8455479,RW,R,Right Wing,Forward,OTT,Ottawa Senators,19921993
29,Lonnie Loach,8457083,/api/v1/people/8457083,LW,L,Left Wing,Forward,OTT,Ottawa Senators,19921993
21,Martin St. Amour,8458095,/api/v1/people/8458095,LW,L,Left Wing,Forward,OTT,Ottawa Senators,19921993
5,Radek Hamr,8459009,/api/v1/people/8459009,D,D,Defenseman,Defenseman,OTT,Ottawa Senators,19921993
25,Tomas Jelinek,8459178,/api/v1/people/8459178,RW,R,Right Wing,Forward,OTT,Ottawa Senators,19921993
33,Tony Cimellaro,8459349,/api/v1/people/8459349,C,C,Center,Forward,OTT,Ottawa Senators,19921993
30,Darrin Madeley,8459350,/api/v1/people/8459350,G,G,Goalie,Goalie,OTT,Ottawa Senators,19921993
16,Nikolai Borschevsky,8459013,/api/v1/people/8459013,RW,R,Right Wing,Forward,TOR,Toronto Maple Leafs,19921993
23,Chris Kontos,8448520,/api/v1/people/8448520,C,C,Center,Forward,TBL,Tampa Bay Lightning,19921993
15,Jason Lafreniere,8448627,/api/v1/people/8448627,C,C,Center,Forward,TBL,Tampa Bay Lightning,19921993
15,Keith Osborne,8450071,/api/v1/people/8450071,RW,R,Right Wing,Forward,TBL,Tampa Bay Lightning,19921993
20,Stan Drulia,8456117,/api/v1/people/8456117,RW,R,Right Wing,Forward,TBL,Tampa Bay Lightning,19921993
9,Jason Ruff,8457883,/api/v1/people/8457883,LW,L,Left Wing,Forward,TBL,Tampa Bay Lightning,19921993
3,Shawn Rivers,8458825,/api/v1/people/8458825,D,D,Defenseman,Defenseman,TBL,Tampa Bay Lightning,19921993
26,Chris Lipuma,8458879,/api/v1/people/8458879,D,D,Defenseman,Defenseman,TBL,Tampa Bay Lightning,19921993
40,Roman Hamrlik,8458938,/api/v1/people/8458938,D,D,Defenseman,Defenseman,TBL,Tampa Bay Lightning,19921993
20,Keith Jones,8456745,/api/v1/people/8456745,RW,R,Right Wing,Forward,WSH,Washington Capitals,19921993
37,Olie Kolzig,8448535,/api/v1/people/8448535,G,G,Goalie,Goalie,WSH,Washington Capitals,19921993
34,Byron Dafoe,8455994,/api/v1/people/8455994,G,G,Goalie,Goalie,WSH,Washington Capitals,19921993
8,Steve Bancroft,8455505,/api/v1/people/8455505,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,19921993
68,Stephen Tepper,8458195,/api/v1/people/8458195,RW,R,Right Wing,Forward,CHI,Chicago Blackhawks,19921993
43,Milan Tichy,8458219,/api/v1/people/8458219,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,19921993
56,Alexander Andrijevski,8458732,/api/v1/people/8458732,RW,R,Right Wing,Forward,CHI,Chicago Blackhawks,19921993
23,Sergei Krivokrasov,8458949,/api/v1/people/8458949,RW,R,Right Wing,Forward,CHI,Chicago Blackhawks,19921993
17,Dallas Drake,8456106,/api/v1/people/8456106,RW,R,Right Wing,Forward,DET,Detroit Red Wings,19921993
16,Jim Hiller,8456597,/api/v1/people/8456597,RW,R,Right Wing,Forward,DET,Detroit Red Wings,19921993
25,Jason York,8458468,/api/v1/people/8458468,D,D,Defenseman,Defenseman,DET,Detroit Red Wings,19921993
41,Daniel Laperriere,8456974,/api/v1/people/8456974,D,D,Defenseman,Defenseman,STL,St. Louis Blues,19921993
37,Kevin Miehm,8457380,/api/v1/people/8457380,C,C,Center,Forward,STL,St. Louis Blues,19921993
22,Igor Korolev,8458974,/api/v1/people/8458974,C,C,Center,Forward,STL,St. Louis Blues,19921993
12,Vitali Karamnov,8458998,/api/v1/people/8458998,LW,L,Left Wing,Forward,STL,St. Louis Blues,19921993
25,Vitali Prokhorov,8459000,/api/v1/people/8459000,LW,L,Left Wing,Forward,STL,St. Louis Blues,19921993
23,Kevin Dahl,8456000,/api/v1/people/8456000,D,D,Defenseman,Defenseman,CGY,Calgary Flames,19921993
13,Shawn Heaphy,8456544,/api/v1/people/8456544,C,C,Center,Forward,CGY,Calgary Flames,19921993
30,Andrei Trefilov,8458800,/api/v1/people/8458800,G,G,Goalie,Goalie,CGY,Calgary Flames,19921993
25,Shjon Podein,8457704,/api/v1/people/8457704,LW,L,Left Wing,Forward,EDM,Edmonton Oilers,19921993
2,Brad Werenka,8458373,/api/v1/people/8458373,D,D,Defenseman,Defenseman,EDM,Edmonton Oilers,19921993
28,Tyler Wright,8458526,/api/v1/people/8458526,C,C,Center,Forward,EDM,Edmonton Oilers,19921993
28,Dan Ratushny,8457761,/api/v1/people/8457761,D,D,Defenseman,Defenseman,VAN,Vancouver Canucks,19921993
71,Jiri Slegr,8458052,/api/v1/people/8458052,D,D,Defenseman,Defenseman,VAN,Vancouver Canucks,19921993
12,Dixon Ward,8458347,/api/v1/people/8458347,LW,L,Left Wing,Forward,VAN,Vancouver Canucks,19921993
20,Robert Lang,8456966,/api/v1/people/8456966,C,C,Center,Forward,LAK,Los Angeles Kings,19921993
41,Thomas Semchuk,8457984,/api/v1/people/8457984,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,19921993
55,Darryl Williams,8458412,/api/v1/people/8458412,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,19921993
28,Guy Leveque,8458556,/api/v1/people/8458556,C,C,Center,Forward,LAK,Los Angeles Kings,19921993
77,Alexei Zhitnik,8458595,/api/v1/people/8458595,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19921993
35,Robb Stauber,8451685,/api/v1/people/8451685,G,G,Goalie,Goalie,LAK,Los Angeles Kings,19921993
1,Richard Knickle,8456855,/api/v1/people/8456855,G,G,Goalie,Goalie,LAK,Los Angeles Kings,19921993
37,Rob Gaudreau,8456347,/api/v1/people/8456347,C,C,Center,Forward,SJS,San Jose Sharks,19921993
41,Tom Pederson,8457642,/api/v1/people/8457642,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,19921993
4,Doug Zmolek,8458492,/api/v1/people/8458492,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,19921993
24,Sandis Ozolinsh,8458544,/api/v1/people/8458544,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,19921993
16,Dody Wood,8458559,/api/v1/people/8458559,C,C,Center,Forward,SJS,San Jose Sharks,19921993
50,Jaroslav Otevrel,8458647,/api/v1/people/8458647,C,C,Center,Forward,SJS,San Jose Sharks,19921993
40,Mark Beaufait,8458761,/api/v1/people/8458761,C,C,Center,Forward,SJS,San Jose Sharks,19921993
15,Douglas Barrault,8455526,/api/v1/people/8455526,RW,R,Right Wing,Forward,MNS,Minnesota North Stars,19921993
38,Roy Mitchell,8457399,/api/v1/people/8457399,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19921993
33,Tommy Sjodin,8458043,/api/v1/people/8458043,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19921993
24,Richard Matvichuk,8458522,/api/v1/people/8458522,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19921993
26,Jaroslav Modry,8457403,/api/v1/people/8457403,D,D,Defenseman,Defenseman,NJD,New Jersey Devils,19931994
21,Jason Smith,8458954,/api/v1/people/8458954,D,D,Defenseman,Defenseman,NJD,New Jersey Devils,19931994
19,Brent Grieve,8456441,/api/v1/people/8456441,LW,L,Left Wing,Forward,NYI,New York Islanders,19931994
21,Dan Plante,8457685,/api/v1/people/8457685,RW,R,Right Wing,Forward,NYI,New York Islanders,19931994
38,Jason Simon,8458033,/api/v1/people/8458033,LW,L,Left Wing,Forward,NYI,New York Islanders,19931994
33,Ziggy Palffy,8458540,/api/v1/people/8458540,RW,R,Right Wing,Forward,NYI,New York Islanders,19931994
17,Yan Kaminsky,8458613,/api/v1/people/8458613,LW,L,Left Wing,Forward,NYI,New York Islanders,19931994
17,Derek Armstrong,8459064,/api/v1/people/8459064,C,C,Center,Forward,NYI,New York Islanders,19931994
2,Jamie McLennan,8458562,/api/v1/people/8458562,G,G,Goalie,Goalie,NYI,New York Islanders,19931994
7,Alexander Karpovtsev,8456793,/api/v1/people/8456793,D,D,Defenseman,Defenseman,NYR,New York Rangers,19931994
37,Daniel Lacroix,8456932,/api/v1/people/8456932,C,C,Center,Forward,NYR,New York Rangers,19931994
4,Mattias Norstrom,8458984,/api/v1/people/8458984,D,D,Defenseman,Defenseman,NYR,New York Rangers,19931994
22,Todd Marchant,8459587,/api/v1/people/8459587,C,C,Center,Forward,NYR,New York Rangers,19931994
20,Todd Hlushko,8456602,/api/v1/people/8456602,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19931994
23,Stewart Malgunas,8457193,/api/v1/people/8457193,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19931994
19,Mikael Renberg,8457785,/api/v1/people/8457785,RW,R,Right Wing,Forward,PHI,Philadelphia Flyers,19931994
32,Aris Brimanis,8458600,/api/v1/people/8458600,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19931994
7,Milos Holan,8459498,/api/v1/people/8459498,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19931994
25,Greg Andrusak,8455452,/api/v1/people/8455452,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19931994
37,Justin Duberman,8456120,/api/v1/people/8456120,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,19931994
37,Ladislav Karabin,8456782,/api/v1/people/8456782,LW,L,Left Wing,Forward,PIT,Pittsburgh Penguins,19931994
36,Pat Neaton,8457479,/api/v1/people/8457479,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19931994
4,Chris Tamer,8458179,/api/v1/people/8458179,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19931994
91,Markus Naslund,8458530,/api/v1/people/8458530,LW,L,Left Wing,Forward,PIT,Pittsburgh Penguins,19931994
44,Ed Patterson,8458662,/api/v1/people/8458662,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,19931994
30,Roberto Romano,8450993,/api/v1/people/8450993,G,G,Goalie,Goalie,PIT,Pittsburgh Penguins,19931994
1,Robert Dopson,8456090,/api/v1/people/8456090,G,G,Goalie,Goalie,PIT,Pittsburgh Penguins,19931994
17,John Gruden,8456455,/api/v1/people/8456455,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19931994
21,Cameron Stewart,8458126,/api/v1/people/8458126,LW,L,Left Wing,Forward,BOS,Boston Bruins,19931994
29,Mariusz Czerkawski,8458620,/api/v1/people/8458620,RW,R,Right Wing,Forward,BOS,Boston Bruins,19931994
48,Fred Knipscheer,8459722,/api/v1/people/8459722,LW,L,Left Wing,Forward,BOS,Boston Bruins,19931994
21,Mark Astley,8455478,/api/v1/people/8455478,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19931994
38,Derek Plante,8457686,/api/v1/people/8457686,C,C,Center,Forward,BUF,Buffalo Sabres,19931994
22,Jason Dawe,8458549,/api/v1/people/8458549,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,19931994
17,Todd Simon,8459139,/api/v1/people/8459139,C,C,Center,Forward,BUF,Buffalo Sabres,19931994
3,Denis Tsygurov,8459460,/api/v1/people/8459460,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19931994
15,Sergei Petrenko,8459591,/api/v1/people/8459591,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,19931994
46,Craig Ferguson,8456235,/api/v1/people/8456235,C,C,Center,Forward,MTL,Montréal Canadiens,19931994
36,Gerry Fleming,8456274,/api/v1/people/8456274,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19931994
23,Peter Popovic,8457706,/api/v1/people/8457706,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19931994
36,Pierre Sevigny,8457991,/api/v1/people/8457991,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19931994
42,Lindsay Vallis,8458287,/api/v1/people/8458287,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,19931994
49,Brian Savage,8458682,/api/v1/people/8458682,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19931994
5,Christian Proulx,8459100,/api/v1/people/8459100,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19931994
87,Donald Brashear,8459246,/api/v1/people/8459246,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19931994
40,Les Kuntar,8456917,/api/v1/people/8456917,G,G,Goalie,Goalie,MTL,Montréal Canadiens,19931994
24,Robert Burakowsky,8455736,/api/v1/people/8455736,RW,R,Right Wing,Forward,OTT,Ottawa Senators,19931994
27,Hank Lammens,8456959,/api/v1/people/8456959,D,D,Defenseman,Defenseman,OTT,Ottawa Senators,19931994
2,Kevin MacDonald,8457135,/api/v1/people/8457135,D,D,Defenseman,Defenseman,OTT,Ottawa Senators,19931994
9,Derek Mayer,8457262,/api/v1/people/8457262,D,D,Defenseman,Defenseman,OTT,Ottawa Senators,19931994
55,Dmitri Filimonov,8458563,/api/v1/people/8458563,D,D,Defenseman,Defenseman,OTT,Ottawa Senators,19931994
79,Alexei Yashin,8458939,/api/v1/people/8458939,C,C,Center,Forward,OTT,Ottawa Senators,19931994
25,Chad Penney,8458961,/api/v1/people/8458961,LW,L,Left Wing,Forward,OTT,Ottawa Senators,19931994
9,Andy Schneider,8459316,/api/v1/people/8459316,LW,L,Left Wing,Forward,OTT,Ottawa Senators,19931994
33,Greg Pankewicz,8459318,/api/v1/people/8459318,RW,R,Right Wing,Forward,OTT,Ottawa Senators,19931994
9,Alexandre Daigle,8459423,/api/v1/people/8459423,RW,R,Right Wing,Forward,OTT,Ottawa Senators,19931994
38,Pavol Demitra,8459648,/api/v1/people/8459648,RW,R,Right Wing,Forward,OTT,Ottawa Senators,19931994
33,Mark Laforest,8448628,/api/v1/people/8448628,G,G,Goalie,Goalie,OTT,Ottawa Senators,19931994
6,David Harlock,8456514,/api/v1/people/8456514,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19931994
17,Eric Lacroix,8456933,/api/v1/people/8456933,LW,L,Left Wing,Forward,TOR,Toronto Maple Leafs,19931994
3,Matt Martin,8457232,/api/v1/people/8457232,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19931994
12,David Sacco,8457905,/api/v1/people/8457905,LW,L,Left Wing,Forward,TOR,Toronto Maple Leafs,19931994
94,Yanic Perreault,8458561,/api/v1/people/8458561,C,C,Center,Forward,TOR,Toronto Maple Leafs,19931994
20,Alexei Kudashov,8458616,/api/v1/people/8458616,C,C,Center,Forward,TOR,Toronto Maple Leafs,19931994
29,Chris Snell,8458659,/api/v1/people/8458659,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19931994
14,Patrik Augusta,8459085,/api/v1/people/8459085,RW,R,Right Wing,Forward,TOR,Toronto Maple Leafs,19931994
36,Frank Bialowas,8459361,/api/v1/people/8459361,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19931994
7,Darby Hendrickson,8456567,/api/v1/people/8456567,C,C,Center,Forward,TOR,Toronto Maple Leafs,19931994
24,Brent Severyn,8451293,/api/v1/people/8451293,LW,L,Left Wing,Forward,FLA,Florida Panthers,19931994
3,Paul Laus,8457003,/api/v1/people/8457003,D,D,Defenseman,Defenseman,FLA,Florida Panthers,19931994
20,Rob Niedermayer,8459427,/api/v1/people/8459427,C,C,Center,Forward,FLA,Florida Panthers,19931994
38,Brad Smyth,8460044,/api/v1/people/8460044,RW,R,Right Wing,Forward,FLA,Florida Panthers,19931994
4,Cory Cross,8458929,/api/v1/people/8458929,D,D,Defenseman,Defenseman,TBL,Tampa Bay Lightning,19931994
49,Brent Gretzky,8458985,/api/v1/people/8458985,C,C,Center,Forward,TBL,Tampa Bay Lightning,19931994
77,Chris Gratton,8459425,/api/v1/people/8459425,C,C,Center,Forward,TBL,Tampa Bay Lightning,19931994
45,John Slaney,8458048,/api/v1/people/8458048,D,D,Defenseman,Defenseman,WSH,Washington Capitals,19931994
14,Pat Peake,8458528,/api/v1/people/8458528,C,C,Center,Forward,WSH,Washington Capitals,19931994
41,Jason Allison,8459439,/api/v1/people/8459439,C,C,Center,Forward,WSH,Washington Capitals,19931994
58,Ivan Droppa,8456115,/api/v1/people/8456115,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,19931994
18,Steve Dubinsky,8456121,/api/v1/people/8456121,RW,R,Right Wing,Forward,CHI,Chicago Blackhawks,19931994
11,Jeff Shantz,8458972,/api/v1/people/8458972,C,C,Center,Forward,CHI,Chicago Blackhawks,19931994
50,Christian Soucy,8459411,/api/v1/people/8459411,G,G,Goalie,Goalie,CHI,Chicago Blackhawks,19931994
27,Micah Aivazoff,8455408,/api/v1/people/8455408,C,C,Center,Forward,DET,Detroit Red Wings,19931994
22,Greg Johnson,8456734,/api/v1/people/8456734,C,C,Center,Forward,DET,Detroit Red Wings,19931994
27,Tim Taylor,8458192,/api/v1/people/8458192,C,C,Center,Forward,DET,Detroit Red Wings,19931994
4,Aaron Ward,8458519,/api/v1/people/8458519,D,D,Defenseman,Defenseman,DET,Detroit Red Wings,19931994
25,Darren McCarty,8458982,/api/v1/people/8458982,RW,R,Right Wing,Forward,DET,Detroit Red Wings,19931994
30,Chris Osgood,8458568,/api/v1/people/8458568,G,G,Goalie,Goalie,DET,Detroit Red Wings,19931994
5,Jeff Batters,8455536,/api/v1/people/8455536,D,D,Defenseman,Defenseman,STL,St. Louis Blues,19931994
27,Denis Chasse,8455850,/api/v1/people/8455850,RW,R,Right Wing,Forward,STL,St. Louis Blues,19931994
7,David Roberts,8457816,/api/v1/people/8457816,LW,L,Left Wing,Forward,STL,St. Louis Blues,19931994
22,Nathan LaFayette,8458579,/api/v1/people/8458579,C,C,Center,Forward,STL,St. Louis Blues,19931994
44,Terry Hollinger,8458667,/api/v1/people/8458667,D,D,Defenseman,Defenseman,STL,St. Louis Blues,19931994
14,Ian Laperriere,8459094,/api/v1/people/8459094,RW,R,Right Wing,Forward,STL,St. Louis Blues,19931994
32,Jim Montgomery,8459412,/api/v1/people/8459412,C,C,Center,Forward,STL,St. Louis Blues,19931994
12,Ted Drury,8456118,/api/v1/people/8456118,C,C,Center,Forward,CGY,Calgary Flames,19931994
19,Vesa Viitakoski,8458314,/api/v1/people/8458314,LW,L,Left Wing,Forward,CGY,Calgary Flames,19931994
34,Kevin Wortman,8458456,/api/v1/people/8458456,D,D,Defenseman,Defenseman,CGY,Calgary Flames,19931994
10,Sandy McCarthy,8458566,/api/v1/people/8458566,RW,R,Right Wing,Forward,CGY,Calgary Flames,19931994
